original_url,extracted_url,created_date,closing_date,optional_field,timestamp
https://ksiem.sectica.com/tickets/CSOC-OPAY20230817004,,17/08/23 11:58,12/09/23 16:54,Closed,2025-06-26 01:22:34
https://ksiem.sectica.com/tickets/CSOC-OPAY20230817003,,17/08/23 11:58,12/09/23 15:48,Closed,2025-06-26 01:22:52
https://ksiem.sectica.com/tickets/CSOC-OPAY20230817002,,17/08/23 11:58,12/09/23 15:53,Closed,2025-06-26 01:23:10
https://ksiem.sectica.com/tickets/CSOC-OPAY20230816008,,16/08/23 14:39,12/09/23 16:34,Closed,2025-06-26 01:23:28
https://ksiem.sectica.com/tickets/CSOC-OPAY20230816007,,16/08/23 14:39,12/09/23 15:52,Closed,2025-06-26 01:23:45
https://ksiem.sectica.com/tickets/CSOC-OPAY20230816006,,16/08/23 14:39,12/09/23 15:52,Closed,2025-06-26 01:24:03
https://ksiem.sectica.com/tickets/CSOC-OPAY20230607006,"Name: opay nigeria
Url:https://www.facebook.com/profilephp?id=100092874487358",07/06/23 20:14,13/06/23 16:21,,2025-06-26 01:24:21
https://ksiem.sectica.com/tickets/CSOC-OPAY20230607005,"Name: opay ng
Url:https://www.facebook.com/profilephp?id=100089925856905",07/06/23 20:14,13/06/23 16:21,,2025-06-26 01:24:39
https://ksiem.sectica.com/tickets/CSOC-OPAY20230607004,"Name: opay services
Url:https://www.facebook.com/profilephp?id=100092835228236",07/06/23 20:14,13/06/23 16:21,,2025-06-26 01:24:56
https://ksiem.sectica.com/tickets/CSOC-OPAY20230607003,"Name: opay nigeria
url:https://www.facebook.com/profilephp?id=100092654056931",07/06/23 20:13,13/06/23 16:20,,2025-06-26 01:25:13
https://ksiem.sectica.com/tickets/CSOC-OPAY20240207002,,07/02/24 10:13,20/02/24 09:19,Closed,2025-06-26 01:25:30
https://ksiem.sectica.com/tickets/CSOC-OPAY20240207001,,07/02/24 10:03,14/02/24 14:39,Closed,2025-06-26 01:25:47
https://ksiem.sectica.com/tickets/CSOC-OPAY20240206006,,06/02/24 10:16,12/02/24 10:04,Closed,2025-06-26 01:26:06
https://ksiem.sectica.com/tickets/CSOC-OPAY20240206005,,06/02/24 10:14,12/02/24 10:04,Closed,2025-06-26 01:26:25
https://ksiem.sectica.com/tickets/CSOC-OPAY20240206004,,06/02/24 10:10,12/02/24 10:04,Closed,2025-06-26 01:26:43
https://ksiem.sectica.com/tickets/CSOC-OPAY20240206003,,06/02/24 10:07,12/02/24 10:03,Closed,2025-06-26 01:26:59
https://ksiem.sectica.com/tickets/CSOC-OPAY20240206002,,06/02/24 10:04,12/02/24 10:03,Closed,2025-06-26 01:27:17
https://ksiem.sectica.com/tickets/CSOC-OPAY2024020500C,,05/02/24 13:10,09/02/24 13:01,Closed,2025-06-26 01:27:35
https://ksiem.sectica.com/tickets/CSOC-OPAY2024020500B,,05/02/24 13:06,28/04/25 13:45,On Hold,2025-06-26 01:27:53
https://ksiem.sectica.com/tickets/CSOC-OPAY2024020500A,,05/02/24 13:02,12/02/24 10:03,Closed,2025-06-26 01:28:11
https://ksiem.sectica.com/tickets/CSOC-OPAY20240205009,,05/02/24 12:56,12/02/24 10:03,Closed,2025-06-26 01:28:29
https://ksiem.sectica.com/tickets/CSOC-OPAY20240205008,,05/02/24 12:49,12/02/24 10:02,Closed,2025-06-26 01:28:49
https://ksiem.sectica.com/tickets/CSOC-OPAY20240205007,,05/02/24 12:43,12/02/24 10:02,Closed,2025-06-26 01:29:07
https://ksiem.sectica.com/tickets/CSOC-OPAY20240205006,,05/02/24 12:26,12/02/24 10:02,Closed,2025-06-26 01:29:25
https://ksiem.sectica.com/tickets/CSOC-OPAY20240205005,,05/02/24 12:16,12/02/24 10:02,Closed,2025-06-26 01:29:44
https://ksiem.sectica.com/tickets/CSOC-OPAY20240205004,,05/02/24 12:13,12/02/24 10:01,Closed,2025-06-26 01:30:00
https://ksiem.sectica.com/tickets/CSOC-OPAY20240205003,,05/02/24 12:10,12/02/24 10:01,Closed,2025-06-26 01:30:19
https://ksiem.sectica.com/tickets/CSOC-OPAY20240205002,,05/02/24 12:08,12/02/24 10:01,Closed,2025-06-26 01:30:36
https://ksiem.sectica.com/tickets/CSOC-OPAY20240205001,,05/02/24 12:06,12/02/24 10:00,Closed,2025-06-26 01:30:53
https://ksiem.sectica.com/tickets/CSOC-OPAY20240202002,,02/02/24 08:59,20/02/24 09:19,Closed,2025-06-26 01:31:11
https://ksiem.sectica.com/tickets/CSOC-OPAY20240202001,,02/02/24 08:48,20/02/24 09:19,Closed,2025-06-26 01:31:28
https://ksiem.sectica.com/tickets/CSOC-OPAY20240201003,,01/02/24 11:24,09/02/24 13:01,Closed,2025-06-26 01:31:45
https://ksiem.sectica.com/tickets/CSOC-OPAY20240201002,,01/02/24 11:19,20/02/24 09:20,Closed,2025-06-26 01:32:02
https://ksiem.sectica.com/tickets/CSOC-OPAY20240201001,,01/02/24 11:16,20/02/24 09:20,Closed,2025-06-26 01:32:21
https://ksiem.sectica.com/tickets/CSOC-OPAY20240131003,,31/01/24 08:39,09/02/24 13:00,Closed,2025-06-26 01:32:38
https://ksiem.sectica.com/tickets/CSOC-OPAY20240131002,,31/01/24 08:34,20/02/24 09:20,Closed,2025-06-26 01:32:56
https://ksiem.sectica.com/tickets/CSOC-OPAY20240131001,,31/01/24 08:31,09/02/24 13:00,Closed,2025-06-26 01:33:14
https://ksiem.sectica.com/tickets/CSOC-OPAY20240130004,,30/01/24 09:07,31/01/24 09:10,Closed,2025-06-26 01:33:31
https://ksiem.sectica.com/tickets/CSOC-OPAY20240130003,,30/01/24 09:04,31/01/24 09:10,Closed,2025-06-26 01:33:48
https://ksiem.sectica.com/tickets/CSOC-OPAY20240130002,,30/01/24 09:02,31/01/24 09:10,Closed,2025-06-26 01:34:05
https://ksiem.sectica.com/tickets/CSOC-OPAY2024012900C,,29/01/24 19:43,30/01/24 19:50,Closed,2025-06-26 01:34:24
https://ksiem.sectica.com/tickets/CSOC-OPAY2024012900B,,29/01/24 19:41,30/01/24 19:50,Closed,2025-06-26 01:34:40
https://ksiem.sectica.com/tickets/CSOC-OPAY2024012900A,,29/01/24 19:39,30/01/24 19:40,Closed,2025-06-26 01:34:57
https://ksiem.sectica.com/tickets/CSOC-OPAY20240129009,,29/01/24 19:35,30/01/24 19:40,Closed,2025-06-26 01:35:15
https://ksiem.sectica.com/tickets/CSOC-OPAY20240129008,,29/01/24 19:33,30/01/24 19:40,Closed,2025-06-26 01:35:32
https://ksiem.sectica.com/tickets/CSOC-OPAY20240129007,,29/01/24 19:29,30/01/24 19:30,Closed,2025-06-26 01:35:50
https://ksiem.sectica.com/tickets/CSOC-OPAY20240129006,,29/01/24 19:27,30/01/24 19:30,Closed,2025-06-26 01:36:11
https://ksiem.sectica.com/tickets/CSOC-OPAY20240129005,,29/01/24 19:25,30/01/24 19:30,Closed,2025-06-26 01:36:29
https://ksiem.sectica.com/tickets/CSOC-OPAY20240129004,,29/01/24 19:20,30/01/24 19:20,Closed,2025-06-26 01:36:47
https://ksiem.sectica.com/tickets/CSOC-OPAY20240129002,,29/01/24 19:05,30/01/24 19:10,Closed,2025-06-26 01:37:05
https://ksiem.sectica.com/tickets/CSOC-OPAY20240129001,,29/01/24 18:55,30/01/24 19:00,Closed,2025-06-26 01:37:22
https://ksiem.sectica.com/tickets/CSOC-OPAY20240126003,,26/01/24 10:59,14/02/24 14:39,Closed,2025-06-26 01:37:40
https://ksiem.sectica.com/tickets/CSOC-OPAY20240126002,,26/01/24 10:57,09/02/24 10:45,Closed,2025-06-26 01:37:58
https://ksiem.sectica.com/tickets/CSOC-OPAY20240126001,,26/01/24 10:54,09/02/24 10:45,Closed,2025-06-26 01:38:16
https://ksiem.sectica.com/tickets/CSOC-OPAY20240125002,,25/01/24 10:07,30/01/24 08:14,Closed,2025-06-26 01:38:34
https://ksiem.sectica.com/tickets/CSOC-OPAY20240125001,,25/01/24 10:02,30/01/24 08:15,Closed,2025-06-26 01:38:52
https://ksiem.sectica.com/tickets/CSOC-OPAY20240125000,,25/01/24 10:00,30/01/24 08:15,Closed,2025-06-26 01:39:10
https://ksiem.sectica.com/tickets/CSOC-OPAY20240124003,,24/01/24 09:26,30/01/24 08:15,Closed,2025-06-26 01:39:28
